SALEDATE;PDCODE;QTY;UNITVAL;TOTALSALE;CUMSALES;CLIENTCODE;CLIENTCITY;CLIENTSTATE
03/10/2020;1;2;15.3;30.6;30.6;3;Porto Alegre;RS
05/10/2020;12;10;18.7;187;217.6;1;Novo Hamburgo;RS
05/10/2020;1;10;14.45;144.5;362.1;1;Novo Hamburgo;RS
05/10/2020;3;3;24.65;73.95;436.05;1;Novo Hamburgo;RS
06/10/2020;5;2;70.75;141.5;577.55;6;Porto Alegre;RS
12/10/2020;4;1;40;40;617.55;7;Porto Alegre;RS
12/10/2020;14;2;40;80;697.55;7;Porto Alegre;RS
16/10/2020;2;7;27.2;190.4;887.95;8;Porto Alegre;RS
16/10/2020;18;4;38.25;153;1040.95;9;Florianopolis;SC
16/10/2020;15;4;12.75;51;1091.95;9;Florianopolis;SC
16/10/2020;1;3;14.45;43.35;1135.3;9;Florianopolis;SC
16/10/2020;17;3;10.2;30.6;1165.9;9;Florianopolis;SC
16/10/2020;16;4;11.9;47.6;1213.5;9;Florianopolis;SC
22/10/2020;25;3;12.6;37.8;1251.3;1;Novo Hamburgo;RS
22/10/2020;14;2;34;68;1319.3;1;Novo Hamburgo;RS
22/10/2020;12;4;19.8;79.2;1398.5;1;Novo Hamburgo;RS
22/10/2020;1;6;15.3;91.8;1490.3;1;Novo Hamburgo;RS
22/10/2020;27;2;30.6;61.2;1551.5;1;Novo Hamburgo;RS
22/10/2020;22;6;10.8;64.8;1616.3;1;Novo Hamburgo;RS
22/10/2020;17;4;10.8;43.2;1659.5;1;Novo Hamburgo;RS
22/10/2020;16;3;12.6;37.8;1697.3;1;Novo Hamburgo;RS
22/10/2020;3;3;26.1;78.3;1775.6;1;Novo Hamburgo;RS
27/10/2020;29;4;10;40;1815.6;10;Porto Alegre;RS
27/10/2020;2;6;27.2;163.2;1978.8;10;Porto Alegre;RS
29/10/2020;2;5;27.2;136;2114.8;11;Porto Alegre;RS
31/10/2020;2;4;27.2;108.8;2386.8;8;Porto Alegre;RS
31/10/2020;2;6;27.2;163.2;2278;10;Porto Alegre;RS
01/11/2020;30;1.4;40.2;56.28;2443.08;10;Porto Alegre;RS
06/11/2020;34;1;26.1;26.1;2469.18;1;Novo Hamburgo;RS
06/11/2020;31;1;26.1;26.1;2495.28;1;Novo Hamburgo;RS
06/11/2020;3;2;26.1;52.2;2705.48;1;Novo Hamburgo;RS
06/11/2020;2;4;39.5;158;2653.28;8;Porto Alegre;RS
07/11/2020;30;1;51;51;2756.48;10;Porto Alegre;RS
07/11/2020;2;4;27.2;108.8;2865.28;10;Porto Alegre;RS
10/11/2020;2;8;28.8;230.4;3095.68;8;Porto Alegre;RS
12/11/2020;30;1;51;51;3146.68;10;Porto Alegre;RS
12/11/2020;2;6;27.2;163.2;3309.88;10;Porto Alegre;RS
13/11/2020;34;1;29;29;3338.88;1;Novo Hamburgo;RS
13/11/2020;12;3;22;66;3404.88;1;Novo Hamburgo;RS
16/11/2020;2;4;32;128;3532.88;13;Porto Alegre;RS
17/11/2020;29;3;12.75;38.25;3571.13;14;Porto Alegre;RS
17/11/2020;14;1;33.15;33.15;3604.28;14;Porto Alegre;RS
17/11/2020;1;6;14.45;86.7;3690.98;14;Porto Alegre;RS
18/11/2020;30;1;51;51;3741.98;10;Porto Alegre;RS
18/11/2020;2;6;27.2;163.2;3905.18;10;Porto Alegre;RS
19/11/2020;29;1;12.75;12.75;3917.93;12;Florianopolis;SC
19/11/2020;15;2;12.75;25.5;3943.43;12;Florianopolis;SC
19/11/2020;1;5;18.45;92.25;4035.68;12;Florianopolis;SC
19/11/2020;40;1;26.25;26.25;4061.93;12;Florianopolis;SC
19/11/2020;17;3;10.2;30.6;4092.53;12;Florianopolis;SC
19/11/2020;16;3;11.9;35.7;4128.23;12;Florianopolis;SC
20/11/2020;34;1;29;29;4157.23;1;Novo Hamburgo;RS
20/11/2020;31;1;29;29;4186.23;1;Novo Hamburgo;RS
20/11/2020;3;3;29;87;4567.13;1;Novo Hamburgo;RS
20/11/2020;2;5;28.8;144;4385.75;8;Porto Alegre;RS
20/11/2020;29;4;13.88;55.52;4241.75;14;Porto Alegre;RS
20/11/2020;1;6;15.73;94.38;4480.13;14;Porto Alegre;RS
23/11/2020;2;8;27.2;217.6;4784.73;13;Porto Alegre;RS
24/11/2020;2;3;27.2;81.6;4866.33;14;Porto Alegre;RS
24/11/2020;17;5;10.2;51;4917.33;14;Porto Alegre;RS
27/11/2020;30;1;51;51;4968.33;10;Porto Alegre;RS
27/11/2020;2;6;27.2;163.2;5131.53;10;Porto Alegre;RS
28/11/2020;29;1;12.75;12.75;5144.28;15;Novo Hamburgo;RS
28/11/2020;2;1;27.2;27.2;5171.48;15;Novo Hamburgo;RS
28/11/2020;15;1;12.75;12.75;5184.23;15;Novo Hamburgo;RS
28/11/2020;23;1;11.9;11.9;5196.13;15;Novo Hamburgo;RS
28/11/2020;21;1;40;40;5236.13;15;Novo Hamburgo;RS
28/11/2020;17;1;10.2;10.2;5246.33;15;Novo Hamburgo;RS
01/12/2020;2;1;30.4;30.4;5276.73;14;Porto Alegre;RS
01/12/2020;17;1;39;39;5315.73;14;Porto Alegre;RS
01/12/2020;16;4;13.3;53.2;5368.93;14;Porto Alegre;RS
02/12/2020;2;6;30.4;182.4;5551.33;8;Porto Alegre;RS
03/12/2020;30;1;51;51;5602.33;10;Porto Alegre;RS
03/12/2020;2;6;27.2;163.2;5765.53;10;Porto Alegre;RS
03/12/2020;2;1;27.2;27.2;5792.73;16;Porto Alegre;RS
04/12/2020;2;2;27.2;54.4;6010.33;11;Porto Alegre;RS
04/12/2020;2;2;27.2;54.4;6119.13;17;Xangri-la;RS
04/12/2020;2;6;27.2;163.2;5955.93;18;Osorio;RS
04/12/2020;2;2;27.2;54.4;6064.73;19;Tramandai;RS
05/12/2020;2;10;27.2;272;6391.13;13;Porto Alegre;RS
09/12/2020;14;1;39;39;6430.13;1;Novo Hamburgo;RS
09/12/2020;12;1;22;22;6452.13;1;Novo Hamburgo;RS
09/12/2020;1;2;17;34;6486.13;1;Novo Hamburgo;RS
09/12/2020;3;1;29;29;6515.13;1;Novo Hamburgo;RS
18/12/2020;2;1;27.2;27.2;7031.93;16;Porto Alegre;RS
18/12/2020;2;18;27.2;489.6;7004.73;20;Porto Alegre;RS
22/12/2020;2;30;27.68;830.4;7948.85;8;Porto Alegre;RS
22/12/2020;29;6;14.42;86.52;7118.45;14;Porto Alegre;RS
22/12/2020;1;6;14.45;86.7;8337.55;14;Porto Alegre;RS
22/12/2020;17;6;10.2;61.2;8398.75;14;Porto Alegre;RS
22/12/2020;2;10;30.2;302;8250.85;21;Florianopolis;SC
06/01/2021;2;4;27.2;108.8;8507.55;10;Porto Alegre;RS
07/01/2021;2;4;27.2;108.8;8833.95;13;Porto Alegre;RS
07/01/2021;2;4;27.2;108.8;8942.75;13;Porto Alegre;RS
07/01/2021;2;8;27.2;217.6;8725.15;20;Porto Alegre;RS
12/01/2021;2;12;27.2;326.4;9269.15;20;Porto Alegre;RS
13/01/2021;29;3;12.75;38.25;9307.4;22;Pelotas;RS
13/01/2021;2;6;27.2;163.2;9470.6;22;Pelotas;RS
14/01/2021;62;1;11.9;11.9;9482.5;12;Florianopolis;SC
14/01/2021;25;1;31.05;31.05;9513.55;12;Florianopolis;SC
14/01/2021;2;2;27.2;54.4;9622.35;12;Florianopolis;SC
14/01/2021;15;1;12.75;12.75;9635.1;12;Florianopolis;SC
14/01/2021;28;1;13.6;13.6;9648.7;12;Florianopolis;SC
14/01/2021;21;1;17;17;9665.7;12;Florianopolis;SC
14/01/2021;17;4;10.2;40.8;9706.5;12;Florianopolis;SC
14/01/2021;2;2;27.2;54.4;9567.95;16;Porto Alegre;RS
18/01/2021;2;10;27.2;272;9978.5;18;Osorio;RS
19/01/2021;2;1;27.2;27.2;10005.7;16;Porto Alegre;RS
25/01/2021;63;5;11.9;59.5;10065.2;14;Porto Alegre;RS
25/01/2021;29;6;15;90;10155.2;14;Porto Alegre;RS
25/01/2021;1;6;14.45;86.7;10568.3;14;Porto Alegre;RS
25/01/2021;17;6;10.2;61.2;10629.5;14;Porto Alegre;RS
25/01/2021;2;12;27.2;326.4;10481.6;20;Porto Alegre;RS
29/01/2021;2;10;27.2;272;10901.5;11;Porto Alegre;RS
03/02/2021;29;4;12.75;51;10952.5;10;Porto Alegre;RS
03/02/2021;2;6;27.2;163.2;11442.1;10;Porto Alegre;RS
03/02/2021;2;12;27.2;326.4;11278.9;20;Porto Alegre;RS
06/02/2021;12;6;18.7;112.2;11554.3;1;Novo Hamburgo;RS
06/02/2021;1;6;14.45;86.7;11641;1;Novo Hamburgo;RS
06/02/2021;3;4;24.65;98.6;11739.6;1;Novo Hamburgo;RS
08/02/2021;29;6;12.75;76.5;11816.1;14;Porto Alegre;RS
08/02/2021;2;2;27.2;54.4;11870.5;14;Porto Alegre;RS
08/02/2021;1;10;14.45;144.5;12015;14;Porto Alegre;RS
10/02/2021;2;4;32;128;12143;23;Imbituba;SC
11/02/2021;2;5;27.2;136;12279;8;Porto Alegre;RS
12/02/2021;2;10;27.2;272;12622.4;11;Porto Alegre;RS
12/02/2021;63;6;11.9;71.4;12350.4;14;Porto Alegre;RS
17/02/2021;29;5;15;75;12697.4;14;Porto Alegre;RS
17/02/2021;2;2;27.2;54.4;12751.8;14;Porto Alegre;RS
17/02/2021;1;11;15.3;168.3;12920.1;14;Porto Alegre;RS
18/02/2021;29;4;12.75;51;12971.1;10;Porto Alegre;RS
18/02/2021;2;6;27.2;163.2;13678.3;10;Porto Alegre;RS
18/02/2021;2;10;27.2;272;13515.1;11;Porto Alegre;RS
18/02/2021;2;10;27.2;272;13243.1;13;Porto Alegre;RS
19/02/2021;2;6;29.6;177.6;13855.9;8;Porto Alegre;RS
22/02/2021;29;2;15.75;31.5;13887.4;22;Pelotas;RS
22/02/2021;2;2;27.2;54.4;13941.8;22;Pelotas;RS
23/02/2021;29;3;15;45;13986.8;24;Osorio;RS
23/02/2021;12;3;22;66;14052.8;24;Osorio;RS
23/02/2021;21;2;17;34;14086.8;24;Osorio;RS
24/02/2021;29;1;12.75;12.75;14099.55;16;Porto Alegre;RS
24/02/2021;2;2;27.2;54.4;14153.95;16;Porto Alegre;RS
26/02/2021;14;3;49.38;148.14;15305.09;1;Novo Hamburgo;RS
26/02/2021;1;2;14.45;28.9;15406.24;1;Novo Hamburgo;RS
26/02/2021;3;3;24.65;73.95;15531.19;1;Novo Hamburgo;RS
26/02/2021;2;10;27.2;272;15156.95;20;Porto Alegre;RS
26/02/2021;29;4;12.75;51;14204.95;25;Pelotas;RS
26/02/2021;2;25;27.2;680;14884.95;25;Pelotas;RS
26/02/2021;12;5;14.45;72.25;15377.34;25;Pelotas;RS
26/02/2021;65;4;12.75;51;15457.24;25;Pelotas;RS
02/03/2021;1;2;17;34;15565.19;1;Novo Hamburgo;RS
02/03/2021;27;1;39;39;15604.19;1;Novo Hamburgo;RS
04/03/2021;2;6;27.2;163.2;15767.39;10;Porto Alegre;RS
06/03/2021;2;5;27.2;136;16175.39;8;Porto Alegre;RS
06/03/2021;2;10;27.2;272;16039.39;20;Porto Alegre;RS
09/03/2021;2;7;25.6;179.2;16354.59;8;Porto Alegre;RS
10/03/2021;2;5;27.2;136;16490.59;13;Porto Alegre;RS
10/03/2021;2;2;27.2;54.4;16544.99;16;Porto Alegre;RS
11/03/2021;2;5;27.2;136;16680.99;13;Porto Alegre;RS
12/03/2021;29;10;14.03;140.3;16821.29;26;Pelotas;RS
12/03/2021;25;10;11.9;119;16940.29;26;Pelotas;RS
12/03/2021;2;25;29.92;748;17688.29;26;Pelotas;RS
12/03/2021;15;4;14.03;56.12;17744.41;26;Pelotas;RS
12/03/2021;65;10;14.03;140.3;17884.71;26;Pelotas;RS
12/03/2021;22;5;8;40;17924.71;26;Pelotas;RS
12/03/2021;21;8;15.9;127.2;18051.91;26;Pelotas;RS
12/03/2021;17;4;11.22;44.88;18096.79;26;Pelotas;RS
17/03/2021;2;6;27.2;163.2;18310.99;8;Porto Alegre;RS
17/03/2021;29;4;12.75;51;18147.79;10;Porto Alegre;RS
17/03/2021;2;6;27.2;163.2;18474.19;10;Porto Alegre;RS
17/03/2021;2;4;27.2;108.8;18718.99;20;Porto Alegre;RS
17/03/2021;2;5;27.2;136;18610.19;28;Santa Cruz do Sul;RS
17/03/2021;15;15;13.75;206.25;18925.24;28;Santa Cruz do Sul;RS
17/03/2021;13;5;34;170;19095.24;28;Santa Cruz do Sul;RS
19/03/2021;29;3;12.75;38.25;19133.49;10;Porto Alegre;RS
19/03/2021;2;2;27.2;54.4;19187.89;12;Florianopolis;SC
19/03/2021;15;1;12.75;12.75;19200.64;12;Florianopolis;SC
19/03/2021;17;3;10.2;30.6;19231.24;12;Florianopolis;SC
19/03/2021;16;1;11.9;11.9;19243.14;12;Florianopolis;SC
20/03/2021;2;6;27.2;163.2;19419.09;20;Porto Alegre;RS
20/03/2021;66;40;48.3;1932;21412.29;26;Pelotas;RS
20/03/2021;29;1;12.75;12.75;19255.89;29;Erechim;RS
20/03/2021;2;1;27.2;27.2;19446.29;29;Erechim;RS
20/03/2021;13;1;34;34;19480.29;29;Erechim;RS
20/03/2021;65;1;12.75;12.75;21425.04;29;Erechim;RS
20/03/2021;21;1;14.45;14.45;21439.49;29;Erechim;RS
23/03/2021;63;4;11.9;47.6;21487.09;14;Porto Alegre;RS
23/03/2021;29;6;12.75;76.5;21563.59;14;Porto Alegre;RS
23/03/2021;1;6;14.45;86.7;21704.69;14;Porto Alegre;RS
23/03/2021;65;6;12.75;76.5;21781.19;14;Porto Alegre;RS
23/03/2021;2;2;27.2;54.4;21617.99;16;Porto Alegre;RS
24/03/2021;2;2;27.2;54.4;21835.59;16;Porto Alegre;RS
25/03/2021;2;5;27.2;136;21971.59;13;Porto Alegre;RS
28/03/2021;2;5;27.2;136;22107.59;8;Porto Alegre;RS
31/03/2021;2;5;27.2;136;22515.59;18;Osorio;RS
31/03/2021;2;10;27.2;272;22379.59;20;Porto Alegre;RS
01/04/2021;2;5;27.2;136;23493.09;8;Porto Alegre;RS
01/04/2021;2;5;27.2;136;23629.09;13;Porto Alegre;RS
01/04/2021;29;10;12.75;127.5;22643.09;26;Pelotas;RS
01/04/2021;25;10;17;170;22813.09;26;Pelotas;RS
01/04/2021;2;20;27.2;544;23357.09;26;Pelotas;RS
01/04/2021;15;10;12.75;127.5;23756.59;26;Pelotas;RS
03/04/2021;2;2;27.2;54.4;24014.14;16;Porto Alegre;RS
03/04/2021;29;1;12.75;12.75;23769.34;30;Osorio;RS
03/04/2021;2;7;27.2;190.4;23959.74;30;Osorio;RS
03/04/2021;15;3;12.75;38.25;24052.39;30;Osorio;RS
03/04/2021;23;5;14;70;24122.39;30;Osorio;RS
06/04/2021;29;4;12.75;51;24173.39;10;Porto Alegre;RS
06/04/2021;2;6;27.2;163.2;24336.59;10;Porto Alegre;RS
06/04/2021;1;5;14.45;72.25;24408.84;14;Porto Alegre;RS
06/04/2021;65;2;12.75;25.5;24434.34;14;Porto Alegre;RS
06/04/2021;3;1;24.65;24.65;24458.99;14;Porto Alegre;RS
09/04/2021;2;5;27.2;136;24869.74;20;Porto Alegre;RS
09/04/2021;29;1;16.55;16.55;24556.54;31;Erechim;RS
09/04/2021;2;4;35.3;141.2;24733.74;31;Erechim;RS
09/04/2021;65;1;16.55;16.55;25267.89;31;Erechim;RS
09/04/2021;29;6;13.5;81;24539.99;32;Pelotas;RS
09/04/2021;25;2;18;36;24592.54;32;Pelotas;RS
09/04/2021;18;2;40.95;81.9;24951.64;32;Pelotas;RS
09/04/2021;15;2;13.5;27;24978.64;32;Pelotas;RS
09/04/2021;14;1;40.5;40.5;25019.14;32;Pelotas;RS
09/04/2021;12;4;19.8;79.2;25098.34;32;Pelotas;RS
09/04/2021;1;10;15.3;153;25251.34;32;Pelotas;RS
09/04/2021;27;2;35.49;70.98;25338.87;32;Pelotas;RS
09/04/2021;21;4;15.3;61.2;25400.07;32;Pelotas;RS
10/04/2021;2;5;27.2;136;25536.07;20;Porto Alegre;RS
12/04/2021;2;5;27.2;136;25672.07;28;Santa Cruz do Sul;RS
12/04/2021;15;6;12.75;76.5;25748.57;28;Santa Cruz do Sul;RS
12/04/2021;13;5;34;170;25918.57;28;Santa Cruz do Sul;RS
14/04/2021;2;6;27.2;163.2;26441.77;8;Porto Alegre;RS
14/04/2021;2;2;27.2;54.4;26496.17;14;Porto Alegre;RS
14/04/2021;1;8;14.45;115.6;26611.77;14;Porto Alegre;RS
14/04/2021;71;10;36;360;26278.57;30;Osorio;RS
14/04/2021;72;2;47.95;95.9;26707.67;30;Osorio;RS
14/04/2021;70;2.5;42.35;105.875;26813.55;30;Osorio;RS
15/04/2021;29;18;12.75;229.5;27043.05;26;Pelotas;RS
15/04/2021;25;12;17;204;27247.05;26;Pelotas;RS
15/04/2021;2;20;30.4;608;27855.05;26;Pelotas;RS
15/04/2021;17;6;10.2;61.2;27916.25;26;Pelotas;RS
19/04/2021;29;4;12.75;51;27967.25;10;Porto Alegre;RS
19/04/2021;2;6;27.2;163.2;28402.45;10;Porto Alegre;RS
19/04/2021;2;4;27.2;108.8;28511.25;13;Porto Alegre;RS
19/04/2021;2;10;27.2;272;28239.25;20;Porto Alegre;RS
21/04/2021;2;6;27.2;163.2;28974.9;8;Porto Alegre;RS
21/04/2021;29;3;12.75;38.25;28613.25;14;Porto Alegre;RS
21/04/2021;1;10;14.45;144.5;29157.65;14;Porto Alegre;RS
21/04/2021;65;3;12.75;38.25;29195.9;14;Porto Alegre;RS
21/04/2021;17;3;10.2;30.6;29226.5;14;Porto Alegre;RS
21/04/2021;29;5;12.75;63.75;28575;22;Pelotas;RS
21/04/2021;2;7;28.35;198.45;28811.7;22;Pelotas;RS
21/04/2021;15;3;12.75;38.25;29013.15;22;Pelotas;RS
23/04/2021;2;2;27.2;54.4;29280.9;16;Porto Alegre;RS
24/04/2021;14;1;39;39;30814.26;1;Novo Hamburgo;RS
24/04/2021;1;4;15.3;61.2;30933.74;1;Novo Hamburgo;RS
24/04/2021;3;3;26.1;78.3;31028.02;1;Novo Hamburgo;RS
24/04/2021;2;10;27.2;272;30715.1;20;Porto Alegre;RS
24/04/2021;29;20;13.5;270;29550.9;26;Pelotas;RS
24/04/2021;2;30;28.8;864;30443.1;26;Pelotas;RS
24/04/2021;29;2;14.1;28.2;29579.1;33;Porto Alegre;RS
24/04/2021;2;2;30.08;60.16;30775.26;33;Porto Alegre;RS
24/04/2021;13;1;37.6;37.6;30851.86;33;Porto Alegre;RS
24/04/2021;12;1;20.68;20.68;30872.54;33;Porto Alegre;RS
24/04/2021;1;1;15.98;15.98;30949.72;33;Porto Alegre;RS
28/04/2021;25;1;17;17;31045.02;34;Taquara;RS
28/04/2021;2;3;27.2;81.6;31126.62;34;Taquara;RS
28/04/2021;15;1;12.75;12.75;31139.37;34;Taquara;RS
28/04/2021;13;2;34;68;31207.37;34;Taquara;RS
28/04/2021;23;2;11.9;23.8;31231.17;34;Taquara;RS
28/04/2021;21;1;14.45;14.45;31245.62;34;Taquara;RS
28/04/2021;19;1;10.2;10.2;31255.82;34;Taquara;RS
29/04/2021;2;5;28.9;144.5;31438.57;8;Porto Alegre;RS
29/04/2021;29;3;12.75;38.25;31294.07;30;Osorio;RS
29/04/2021;2;5;27.2;136;31574.57;30;Osorio;RS
29/04/2021;15;6;18.6;111.6;31686.17;30;Osorio;RS
30/04/2021;2;10;28.9;289;31975.17;20;Porto Alegre;RS
05/05/2021;2;10;28.9;289;32264.17;11;Porto Alegre;RS
06/05/2021;29;3;12.83;38.49;32302.66;10;Porto Alegre;RS
06/05/2021;2;5;27.2;136;32438.66;10;Porto Alegre;RS
06/05/2021;2;2;28.9;57.8;32496.46;33;Porto Alegre;RS
06/05/2021;1;1;14.45;14.45;32510.91;33;Porto Alegre;RS
07/05/2021;29;10;12.75;127.5;32638.41;26;Pelotas;RS
07/05/2021;2;40;28.9;1156;34424.41;26;Pelotas;RS
07/05/2021;25;35;18;630;33268.41;28;Santa Cruz do Sul;RS
07/05/2021;2;4;30.6;122.4;34694.81;28;Santa Cruz do Sul;RS
07/05/2021;15;12;14.4;172.8;34867.61;28;Santa Cruz do Sul;RS
07/05/2021;13;4;36;144;35011.61;28;Santa Cruz do Sul;RS
07/05/2021;2;4;37;148;34572.41;31;Erechim;RS
07/05/2021;65;1;16.3;16.3;35027.91;31;Erechim;RS
07/05/2021;21;1;18.5;18.5;35046.41;31;Erechim;RS
09/05/2021;2;6;28.9;173.4;35508.81;8;Porto Alegre;RS
09/05/2021;2;10;28.9;289;35335.41;20;Porto Alegre;RS
12/05/2021;29;2;12.75;25.5;35559.81;14;Porto Alegre;RS
12/05/2021;1;8;16.15;129.2;36292.51;14;Porto Alegre;RS
12/05/2021;65;2;12.75;25.5;36318.01;14;Porto Alegre;RS
12/05/2021;17;2;11.9;23.8;36524.56;14;Porto Alegre;RS
12/05/2021;2;2;28.9;57.8;36027.31;16;Porto Alegre;RS
12/05/2021;25;6;17;102;35661.81;26;Pelotas;RS
12/05/2021;2;6;27.2;163.2;35825.01;26;Pelotas;RS
12/05/2021;2;2;27.2;54.4;36081.71;26;Pelotas;RS
12/05/2021;15;6;13.6;81.6;36163.31;26;Pelotas;RS
12/05/2021;17;6;11.9;71.4;36453.16;26;Pelotas;RS
12/05/2021;16;6;12.75;76.5;36601.06;26;Pelotas;RS
12/05/2021;29;2;12.75;25.5;35534.31;30;Osorio;RS
12/05/2021;2;5;28.9;144.5;35969.51;30;Osorio;RS
12/05/2021;23;5;12.75;63.75;36381.76;30;Osorio;RS
12/05/2021;17;4;11.9;47.6;36500.76;30;Osorio;RS
13/05/2021;2;40;28.73;1149.2;37750.26;26;Pelotas;RS
17/05/2021;2;4;28.9;115.6;37865.86;8;Porto Alegre;RS
18/05/2021;2;2;28.9;57.8;38212.66;16;Porto Alegre;RS
18/05/2021;2;10;28.9;289;38154.86;20;Porto Alegre;RS
19/05/2021;50;1;25.52;25.52;38238.18;1;Novo Hamburgo;RS
19/05/2021;14;1;39.6;39.6;38662.83;1;Novo Hamburgo;RS
19/05/2021;12;1;19.36;19.36;38682.19;1;Novo Hamburgo;RS
19/05/2021;1;3;16.72;50.16;38732.35;1;Novo Hamburgo;RS
19/05/2021;27;2;33.15;66.3;38798.65;1;Novo Hamburgo;RS
19/05/2021;3;1;25.52;25.52;38824.17;1;Novo Hamburgo;RS
19/05/2021;2;6;28.9;173.4;38623.23;8;Porto Alegre;RS
19/05/2021;29;3;12.75;38.25;38276.43;10;Porto Alegre;RS
19/05/2021;2;6;28.9;173.4;38449.83;10;Porto Alegre;RS
26/05/2021;2;2;28.9;57.8;39191.97;16;Porto Alegre;RS
26/05/2021;2;10;28.9;289;39134.17;20;Porto Alegre;RS
26/05/2021;12;4;18.7;74.8;39266.77;35;Canoas;RS
26/05/2021;1;5;16.15;80.75;39347.52;35;Canoas;RS
26/05/2021;65;6;12.75;76.5;39449.02;35;Canoas;RS
26/05/2021;29;1;21;21;38845.17;36;Porto Alegre;RS
26/05/2021;1;1;25;25;39372.52;36;Porto Alegre;RS
27/05/2021;29;4;12.75;51;39896.98;10;Porto Alegre;RS
27/05/2021;2;4;28.9;115.6;40063.08;10;Porto Alegre;RS
27/05/2021;71;8.1175;40;324.7;39773.72;13;Porto Alegre;RS
27/05/2021;29;2;16.75;33.5;39930.48;22;Pelotas;RS
27/05/2021;2;2;28.9;57.8;40212.68;22;Pelotas;RS
27/05/2021;71;2;36.13;72.26;39845.98;33;Porto Alegre;RS
27/05/2021;2;3;30.6;91.8;40154.88;37;Porto Alegre;RS
27/05/2021;25;1;17;17;39947.48;38;Igrejiinha;RS
27/05/2021;2;2;28.9;57.8;40270.48;38;Igrejiinha;RS
28/05/2021;29;8;13.89;111.12;40381.6;26;Pelotas;RS
28/05/2021;2;12;31.48;377.76;40759.36;26;Pelotas;RS
28/05/2021;2;7;32.64;228.48;40987.84;31;Erechim;RS
28/05/2021;65;2;14.4;28.8;41617.44;31;Erechim;RS
28/05/2021;21;1;25;25;41673.3;31;Erechim;RS
28/05/2021;2;7;30.86;216.02;41203.86;39;Pelotas;RS
28/05/2021;15;14;14.52;203.28;41407.14;39;Pelotas;RS
28/05/2021;13;5;36.3;181.5;41588.64;39;Pelotas;RS
28/05/2021;21;2;15.43;30.86;41648.3;39;Pelotas;RS
29/05/2021;2;4;28.9;115.6;41788.9;8;Porto Alegre;RS
29/05/2021;2;2;28.9;57.8;41846.7;8;Porto Alegre;RS
29/05/2021;1;6;16.5;99;41945.7;35;Canoas;RS
01/06/2021;2;10;28.9;289;42323.95;20;Porto Alegre;RS
01/06/2021;2;3;35.57;106.71;42430.66;34;Taquara;RS
01/06/2021;29;7;12.75;89.25;42034.95;39;Pelotas;RS
02/06/2021;2;6;28.9;173.4;43288.28;8;Porto Alegre;RS
02/06/2021;63;6;14.32;85.92;42516.58;26;Pelotas;RS
02/06/2021;62;10;14.32;143.2;42659.78;26;Pelotas;RS
02/06/2021;25;24;17.9;429.6;43114.88;26;Pelotas;RS
02/06/2021;15;18;14.32;257.76;43748.34;26;Pelotas;RS
02/06/2021;12;6;19.69;118.14;43866.48;26;Pelotas;RS
02/06/2021;17;18;12.53;225.54;44120.17;26;Pelotas;RS
02/06/2021;29;2;12.75;25.5;42685.28;30;Osorio;RS
02/06/2021;2;5;28.9;144.5;43432.78;30;Osorio;RS
02/06/2021;17;5;11.9;59.5;44179.67;30;Osorio;RS
02/06/2021;2;2;28.9;57.8;43490.58;33;Porto Alegre;RS
02/06/2021;1;1;28.15;28.15;43894.63;33;Porto Alegre;RS
03/06/2021;29;3;12.75;38.25;44217.92;40;Cachoeirinha;RS
03/06/2021;1;4;16.15;64.6;44282.52;40;Cachoeirinha;RS
03/06/2021;65;3;12.75;38.25;44320.77;40;Cachoeirinha;RS
06/06/2021;12;4;20.29;81.16;44401.93;35;Canoas;RS
06/06/2021;65;8;13.83;110.64;44512.57;35;Canoas;RS
07/06/2021;29;4;12.75;51;44563.57;10;Porto Alegre;RS
07/06/2021;2;5;28.9;144.5;44733.57;10;Porto Alegre;RS
07/06/2021;29;2;12.75;25.5;44589.07;34;Taquara;RS
07/06/2021;2;4;28.9;115.6;44849.17;34;Taquara;RS
07/06/2021;13;4;34;136;44985.17;34;Taquara;RS
07/06/2021;65;2;12.75;25.5;45010.67;34;Taquara;RS
08/06/2021;2;2;28.9;57.8;45088.47;16;Porto Alegre;RS
08/06/2021;25;1;20;20;45030.67;34;Taquara;RS
09/06/2021;29;4;15.3;61.2;45149.67;41;Imbituba;SC
09/06/2021;1;8;19.5;156;45305.67;41;Imbituba;SC
09/06/2021;21;6;17.35;104.1;45409.77;41;Imbituba;SC
10/06/2021;2;6;28.9;173.4;45721.42;8;Porto Alegre;RS
10/06/2021;2;5;28.9;144.5;45865.92;13;Porto Alegre;RS
10/06/2021;76;3;20;60;45469.77;14;Porto Alegre;RS
10/06/2021;71;1;40;40;45509.77;14;Porto Alegre;RS
10/06/2021;29;3;12.75;38.25;45548.02;14;Porto Alegre;RS
10/06/2021;1;6;16.15;96.9;45996.82;14;Porto Alegre;RS
10/06/2021;65;3;12.75;38.25;46054.07;14;Porto Alegre;RS
10/06/2021;17;3;11.9;35.7;46089.77;14;Porto Alegre;RS
10/06/2021;2;1;34;34;45899.92;33;Porto Alegre;RS
10/06/2021;1;1;19;19;46015.82;33;Porto Alegre;RS
11/06/2021;29;8;13.5;108;46226.57;26;Pelotas;RS
11/06/2021;2;16;30.6;489.6;46716.17;26;Pelotas;RS
11/06/2021;21;6;15.3;91.8;47358.37;26;Pelotas;RS
