SALEDATE;PDCODE;QTY;UNITVAL;TOTALSALE;CUMSALES;CLIENTCODE;CLIENTCITY;CLIENTSTATE
23/04/2022;96;1.5;39;58.5;282107.82;69;Porto Alegre;RS
23/04/2022;72;1.125;53.47;60.15375;282167.97;69;Porto Alegre;RS
23/04/2022;70;1.2;39;46.8;282271.72;69;Porto Alegre;RS
23/04/2022;2;6;29.75;178.5;281124.25;86;Porto Alegre;RS
23/04/2022;15;6;13.6;81.6;281473.6;86;Porto Alegre;RS
23/04/2022;34;1;29.75;29.75;280861.6;144;Porto Alegre;RS
23/04/2022;31;1;29.75;29.75;280891.35;144;Porto Alegre;RS
23/04/2022;29;4;13.6;54.4;280945.75;144;Porto Alegre;RS
23/04/2022;2;1;29.75;29.75;281392;144;Porto Alegre;RS
23/04/2022;13;1;35;35;281508.6;144;Porto Alegre;RS
23/04/2022;12;4;19.55;78.2;281586.8;144;Porto Alegre;RS
23/04/2022;1;4;16.8;67.2;281671;144;Porto Alegre;RS
25/04/2022;2;4;28.6;114.4;282386.12;74;Porto Alegre;RS
25/04/2022;1;3;16.4;49.2;282435.32;74;Porto Alegre;RS
25/04/2022;97;0.955;71.4;68.187;282503.51;74;Porto Alegre;RS
26/04/2022;29;3;13.6;40.8;282544.31;132;Porto Alegre;RS
26/04/2022;2;4;29.75;119;282663.31;132;Porto Alegre;RS
26/04/2022;122;0.356;42.5;15.13;282678.44;132;Porto Alegre;RS
26/04/2022;114;0.466;25.5;11.883;282690.32;132;Porto Alegre;RS
26/04/2022;40;0.436;160;69.76;282760.08;132;Porto Alegre;RS
26/04/2022;21;2;17;34;282794.08;132;Porto Alegre;RS
27/04/2022;2;5;29.75;148.75;284983.33;8;Porto Alegre;RS
27/04/2022;27;2;25;50;287594.72;8;Porto Alegre;RS
27/04/2022;2;2;29.75;59.5;285221.33;16;Porto Alegre;RS
27/04/2022;29;30;13.6;408;283202.08;26;Pelotas;RS
27/04/2022;2;50;28.9;1445;284647.08;26;Pelotas;RS
27/04/2022;15;20;13.6;272;285493.33;26;Pelotas;RS
27/04/2022;122;10.085;42.5;428.6125;286136.95;26;Pelotas;RS
27/04/2022;114;17.5;25.5;446.25;286668.2;26;Pelotas;RS
27/04/2022;125;5.27;85;447.95;287346.89;26;Pelotas;RS
27/04/2022;2;3;29.75;89.25;285072.58;30;Osorio;RS
27/04/2022;23;1;12.75;12.75;287607.47;30;Osorio;RS
27/04/2022;17;1;11.9;11.9;287647.37;30;Osorio;RS
27/04/2022;2;3;29.75;89.25;285161.83;45;Porto Alegre;RS
27/04/2022;122;2;42.5;85;286221.95;45;Porto Alegre;RS
27/04/2022;114;4.3;25.5;109.65;286777.85;45;Porto Alegre;RS
27/04/2022;114;4.09;25.5;104.295;286882.14;45;Porto Alegre;RS
27/04/2022;1;1;16.8;16.8;286898.94;45;Porto Alegre;RS
27/04/2022;2;5;37.5;187.5;284834.58;54;Florianopolis;SC
27/04/2022;13;5;43;215;285708.33;54;Florianopolis;SC
27/04/2022;97;0.498;84;41.832;287388.72;54;Florianopolis;SC
27/04/2022;17;2;14;28;287635.47;54;Florianopolis;SC
27/04/2022;96;4;39;156;287544.72;130;Porto Alegre;RS
28/04/2022;2;5;29.75;148.75;288594.17;10;Porto Alegre;RS
28/04/2022;2;15;29.75;446.25;288207.42;20;Porto Alegre;RS
28/04/2022;79;1;50;50;287697.37;57;Porto Alegre;RS
28/04/2022;79;1;15;15;287712.37;57;Porto Alegre;RS
28/04/2022;60;1;12.8;12.8;287725.17;57;Porto Alegre;RS
28/04/2022;4;1;36;36;287761.17;57;Porto Alegre;RS
28/04/2022;2;4;30;120;288833.17;57;Porto Alegre;RS
28/04/2022;1;7;16.8;117.6;288964.8;57;Porto Alegre;RS
28/04/2022;80;2;12;24;289033.64;57;Porto Alegre;RS
28/04/2022;16;1;12;12;289072.84;57;Porto Alegre;RS
28/04/2022;2;8;29.75;238;288445.42;89;Porto Alegre;RS
28/04/2022;2;4;29.75;119;288713.17;136;Porto Alegre;RS
28/04/2022;131;1;14.03;14.03;288847.2;136;Porto Alegre;RS
28/04/2022;97;0.628;71.4;44.8392;289009.64;141;Porto Alegre;RS
28/04/2022;21;1;17;17;289050.64;141;Porto Alegre;RS
28/04/2022;19;1;10.2;10.2;289060.84;141;Porto Alegre;RS
29/04/2022;2;6;29.75;178.5;290578.13;14;Porto Alegre;RS
29/04/2022;114;1.39;25.5;35.445;291206.31;14;Porto Alegre;RS
29/04/2022;79;1;48;48;289220.84;45;Porto Alegre;RS
29/04/2022;114;6.181;25.5;157.6155;290985.99;45;Porto Alegre;RS
29/04/2022;79;2;50;100;289172.84;52;Passo Fundo;RS
29/04/2022;2;6;29.75;178.5;290221.13;52;Passo Fundo;RS
29/04/2022;114;2.43;25.5;61.965;291170.86;52;Passo Fundo;RS
29/04/2022;40;0.39;130;50.7;291754.35;52;Passo Fundo;RS
29/04/2022;71;4.8;37.19;178.512;289399.35;69;Porto Alegre;RS
29/04/2022;30;0.8;60.35;48.28;289447.63;69;Porto Alegre;RS
29/04/2022;112;0.3;56.67;17.001;291250.11;69;Porto Alegre;RS
29/04/2022;111;0.4;44.41;17.764;291435.87;69;Porto Alegre;RS
29/04/2022;110;2.16;37.78;81.6048;291517.48;69;Porto Alegre;RS
29/04/2022;109;0.5;63.54;31.77;291549.25;69;Porto Alegre;RS
29/04/2022;97;1.07;71.4;76.398;291625.65;69;Porto Alegre;RS
29/04/2022;96;2;39;78;291703.65;69;Porto Alegre;RS
29/04/2022;2;20;29.75;595;290042.63;104;Passo Fundo;RS
29/04/2022;122;2.93;42.5;124.525;290702.66;142;Pelotas;RS
29/04/2022;12;4;19.55;78.2;290828.37;142;Pelotas;RS
29/04/2022;114;4.82;25.5;122.91;291108.9;142;Pelotas;RS
29/04/2022;1;10;16.8;168;291418.11;142;Pelotas;RS
29/04/2022;2;6;29.75;178.5;290399.63;145;Canoas;RS
29/04/2022;122;1.118;42.5;47.515;290750.17;145;Canoas;RS
29/04/2022;114;1.051;25.5;26.8005;291233.11;145;Canoas;RS
30/04/2022;2;7;29.75;208.25;292248.05;8;Porto Alegre;RS
30/04/2022;27;3;25;75;292748.85;8;Porto Alegre;RS
30/04/2022;2;4;29.75;119;292367.05;45;Porto Alegre;RS
30/04/2022;29;2;13.6;27.2;291831.55;63;Porto Alegre;RS
30/04/2022;2;7;29.75;208.25;292039.8;63;Porto Alegre;RS
30/04/2022;130;7.25;40;290;292673.85;63;Porto Alegre;RS
30/04/2022;95;5;10;50;291804.35;117;Porto Alegre;RS
30/04/2022;1;1;16.8;16.8;292383.85;117;Porto Alegre;RS
03/05/2022;29;3;12.9;38.7;292787.55;74;Porto Alegre;RS
03/05/2022;2;2;28.6;57.2;292922.95;74;Porto Alegre;RS
03/05/2022;1;6;16.4;98.4;293500.15;74;Porto Alegre;RS
03/05/2022;21;2;16.4;32.8;293566.95;74;Porto Alegre;RS
03/05/2022;29;2;13.6;27.2;292814.75;84;Caxias do Sul;RS
03/05/2022;25;3;17;51;292865.75;84;Caxias do Sul;RS
03/05/2022;2;1;29.75;29.75;292952.7;84;Caxias do Sul;RS
03/05/2022;15;4;13.6;54.4;293007.1;84;Caxias do Sul;RS
03/05/2022;12;3;19.55;58.65;293065.75;84;Caxias do Sul;RS
03/05/2022;1;20;16.8;336;293401.75;84;Caxias do Sul;RS
03/05/2022;21;2;17;34;293534.15;84;Caxias do Sul;RS
04/05/2022;2;10;29.75;297.5;294319.61;13;Porto Alegre;RS
04/05/2022;79;1;50;50;293716.95;45;Porto Alegre;RS
04/05/2022;2;8;29.75;238;294557.61;45;Porto Alegre;RS
04/05/2022;122;1.062;42.5;45.135;294935.24;45;Porto Alegre;RS
04/05/2022;114;10.5;25.5;267.75;295202.99;45;Porto Alegre;RS
04/05/2022;2;2;29.75;59.5;294825.36;48;Porto Alegre;RS
04/05/2022;71;4;37.19;148.76;293865.71;69;Porto Alegre;RS
04/05/2022;111;0.4;44.41;17.764;295254.36;69;Porto Alegre;RS
04/05/2022;97;0.954;71.4;68.1156;295322.47;69;Porto Alegre;RS
04/05/2022;29;9;13.6;122.4;293988.11;73;Porto Alegre;RS
04/05/2022;95;5;10;50;293616.95;114;Porto Alegre;RS
04/05/2022;1;1;16.8;16.8;295236.59;114;Porto Alegre;RS
04/05/2022;95;5;10;50;293666.95;118;Porto Alegre;RS
04/05/2022;1;1;16.8;16.8;295219.79;118;Porto Alegre;RS
04/05/2022;2;3;29.75;89.25;294765.86;125;Porto Alegre;RS
04/05/2022;2;4;29.75;119;294676.61;127;Porto Alegre;RS
04/05/2022;25;2;17;34;294022.11;131;Esteio;RS
04/05/2022;2;1;29.75;29.75;294855.11;131;Esteio;RS
04/05/2022;13;1;35;35;294890.11;131;Esteio;RS
05/05/2022;29;4;13.6;54.4;295508.47;14;Porto Alegre;RS
05/05/2022;2;3;29.75;89.25;296043.97;14;Porto Alegre;RS
05/05/2022;12;4;19.55;78.2;296307.42;14;Porto Alegre;RS
05/05/2022;1;4;16.8;67.2;296374.62;14;Porto Alegre;RS
05/05/2022;2;15;29.75;446.25;295954.72;20;Porto Alegre;RS
05/05/2022;79;1;50;50;295372.47;57;Porto Alegre;RS
05/05/2022;2;2;30;60;296163.47;57;Porto Alegre;RS
05/05/2022;18;1;36;36;296229.22;57;Porto Alegre;RS
05/05/2022;1;2;16.8;33.6;296408.22;57;Porto Alegre;RS
05/05/2022;2;2;29.75;59.5;296103.47;62;Porto Alegre;RS
05/05/2022;29;6;13.6;81.6;295454.07;77;Porto Alegre;RS
05/05/2022;2;1;29.75;29.75;296193.22;77;Porto Alegre;RS
06/05/2022;29;2;13.6;27.2;296979.42;10;Porto Alegre;RS
06/05/2022;2;4;29.75;119;299767.42;10;Porto Alegre;RS
06/05/2022;29;40;13.6;544;296952.22;26;Pelotas;RS
06/05/2022;2;80;28.9;2312;299291.42;26;Pelotas;RS
06/05/2022;122;15;42.5;637.5;300404.92;26;Pelotas;RS
06/05/2022;114;15.365;25.5;391.8075;300796.73;26;Pelotas;RS
06/05/2022;85;17.083;12.75;217.80825;301014.54;26;Pelotas;RS
06/05/2022;40;1.05;130;136.5;301151.04;26;Pelotas;RS
06/05/2022;23;16.67;12.75;212.5425;301363.58;26;Pelotas;RS
06/05/2022;2;8;29.75;238;299529.42;89;Porto Alegre;RS
06/05/2022;2;4;29.75;119;299648.42;129;Porto Alegre;RS
08/05/2022;2;2;29.75;59.5;302018.09;16;Porto Alegre;RS
08/05/2022;2;2;29.75;59.5;302077.59;45;Porto Alegre;RS
08/05/2022;71;5.6;37.19;208.264;301571.84;69;Porto Alegre;RS
08/05/2022;112;0.3;56.67;17.001;302094.59;69;Porto Alegre;RS
08/05/2022;111;0.4;44.41;17.764;302112.36;69;Porto Alegre;RS
08/05/2022;110;2.16;37.78;81.6048;302193.96;69;Porto Alegre;RS
08/05/2022;97;0.955;71.4;68.187;302262.15;69;Porto Alegre;RS
08/05/2022;96;1;39;39;302301.15;69;Porto Alegre;RS
08/05/2022;70;1.2;39;46.8;302347.95;69;Porto Alegre;RS
08/05/2022;2;5;29.75;148.75;301958.59;125;Porto Alegre;RS
08/05/2022;2;8;29.75;238;301809.84;147;Porto Alegre;RS
09/05/2022;2;8;29.75;238;302585.95;8;Porto Alegre;RS
09/05/2022;27;3;25;75;303269.42;8;Porto Alegre;RS
09/05/2022;130;4.095;44.2;180.999;302907.2;63;Porto Alegre;RS
09/05/2022;94;5;12.75;63.75;303126.95;63;Porto Alegre;RS
09/05/2022;96;4;39;156;303063.2;130;Porto Alegre;RS
09/05/2022;2;3;29.75;89.25;302675.2;132;Porto Alegre;RS
09/05/2022;122;0.582;42.5;24.735;302699.94;132;Porto Alegre;RS
09/05/2022;114;1.03;25.5;26.265;302726.2;132;Porto Alegre;RS
09/05/2022;40;0.519;130;67.47;303194.42;132;Porto Alegre;RS
10/05/2022;2;1;29.75;29.75;303299.17;132;Porto Alegre;RS
10/05/2022;122;0.354;42.5;15.045;303314.21;132;Porto Alegre;RS
10/05/2022;114;0.833;25.5;21.2415;303335.46;132;Porto Alegre;RS
10/05/2022;40;0.276;130;35.88;303371.34;132;Porto Alegre;RS
11/05/2022;2;4;29.75;119;303490.34;45;Porto Alegre;RS
11/05/2022;122;3;42.5;127.5;303617.84;45;Porto Alegre;RS
12/05/2022;2;15;29.75;446.25;304159.29;20;Porto Alegre;RS
12/05/2022;29;1;13.6;13.6;303713.04;33;Porto Alegre;RS
12/05/2022;2;4;29.75;119;304575.79;33;Porto Alegre;RS
12/05/2022;40;0.127;130;16.51;304681.55;33;Porto Alegre;RS
12/05/2022;29;6;13.6;81.6;303699.44;63;Porto Alegre;RS
12/05/2022;2;10;29.75;297.5;304456.79;63;Porto Alegre;RS
12/05/2022;22;4;10.2;40.8;304722.35;124;Porto Alegre;RS
12/05/2022;19;8;10.2;81.6;304803.95;124;Porto Alegre;RS
12/05/2022;2;3;29.75;89.25;304665.04;125;Porto Alegre;RS
13/05/2022;2;2;29.75;59.5;306266.75;16;Porto Alegre;RS
13/05/2022;95;5;11.05;55.25;304859.2;22;Pelotas;RS
13/05/2022;29;4;13.6;54.4;305256.5;22;Pelotas;RS
13/05/2022;25;25;17;425;305681.5;22;Pelotas;RS
13/05/2022;2;8;29.75;238;305939.5;22;Pelotas;RS
13/05/2022;114;2.022;25.5;51.561;306598.85;22;Pelotas;RS
13/05/2022;2;3;29.75;89.25;306028.75;29;Erechim;RS
13/05/2022;114;1.036;25.5;26.418;306625.27;29;Erechim;RS
13/05/2022;97;0.811;71.4;57.9054;307123.51;29;Erechim;RS
13/05/2022;97;0.252;71.4;17.9928;307163.09;29;Erechim;RS
13/05/2022;2;3;29.75;89.25;306207.25;37;Porto Alegre;RS
13/05/2022;79;0.5;50;25;305011.7;63;Porto Alegre;RS
13/05/2022;130;5.13;44.2;226.746;306952.81;63;Porto Alegre;RS
13/05/2022;94;1;42.5;42.5;307205.59;63;Porto Alegre;RS
13/05/2022;27;1;33.15;33.15;307327.17;63;Porto Alegre;RS
13/05/2022;29;14;13.6;190.4;305202.1;73;Porto Alegre;RS
13/05/2022;79;2;50;100;304959.2;99;Santa Maria;RS
13/05/2022;15;3;13.6;40.8;306352.55;99;Santa Maria;RS
13/05/2022;1;6;16.8;100.8;306726.07;99;Santa Maria;RS
13/05/2022;130;0.88;44.2;38.896;306991.71;99;Santa Maria;RS
13/05/2022;97;1.035;71.4;73.899;307065.61;99;Santa Maria;RS
13/05/2022;80;3;12.75;38.25;307258.84;99;Santa Maria;RS
13/05/2022;23;3;12.75;38.25;307365.42;99;Santa Maria;RS
13/05/2022;17;4;11.9;47.6;307443.02;99;Santa Maria;RS
13/05/2022;2;3;29.75;89.25;306118;129;Porto Alegre;RS
13/05/2022;79;0.5;55;27.5;304986.7;137;Pelotas;RS
13/05/2022;25;1;20;20;305701.5;137;Pelotas;RS
13/05/2022;18;1;45;45;306311.75;137;Pelotas;RS
13/05/2022;122;0.44;50;22;306374.55;137;Pelotas;RS
13/05/2022;114;5.758;30;172.74;306547.29;137;Pelotas;RS
13/05/2022;97;0.257;84;21.588;307145.1;137;Pelotas;RS
13/05/2022;94;1;15;15;307220.59;137;Pelotas;RS
13/05/2022;40;0.201;175;35.175;307294.02;137;Pelotas;RS
13/05/2022;23;2;15;30;307395.42;137;Pelotas;RS
14/05/2022;76;10;13;130;307573.02;57;Porto Alegre;RS
14/05/2022;58;1;36;36;307609.02;57;Porto Alegre;RS
14/05/2022;4;1;36;36;307645.02;57;Porto Alegre;RS
14/05/2022;29;10;12.8;128;307773.02;57;Porto Alegre;RS
14/05/2022;2;7;30;210;308221.02;57;Porto Alegre;RS
14/05/2022;18;1;36;36;308257.02;57;Porto Alegre;RS
14/05/2022;13;1;32.8;32.8;308324.82;57;Porto Alegre;RS
14/05/2022;122;0.187;40;7.48;308332.3;57;Porto Alegre;RS
14/05/2022;114;2.299;24;55.176;308387.47;57;Porto Alegre;RS
14/05/2022;1;8;16.8;134.4;308521.87;57;Porto Alegre;RS
14/05/2022;97;2.153;67.2;144.6816;308666.56;57;Porto Alegre;RS
14/05/2022;28;3;12.8;38.4;308704.96;57;Porto Alegre;RS
14/05/2022;23;1;12;12;308716.96;57;Porto Alegre;RS
14/05/2022;2;8;29.75;238;308011.02;89;Porto Alegre;RS
14/05/2022;13;1;35;35;308292.02;89;Porto Alegre;RS
16/05/2022;2;7;29.75;208.25;309031.91;8;Porto Alegre;RS
16/05/2022;27;3;25;75;309606.88;8;Porto Alegre;RS
16/05/2022;29;2;13.6;27.2;308823.66;10;Porto Alegre;RS
16/05/2022;2;4;29.75;119;309150.91;10;Porto Alegre;RS
16/05/2022;29;3;12.9;38.7;308796.46;74;Porto Alegre;RS
16/05/2022;2;3;28.6;85.8;309355.71;74;Porto Alegre;RS
16/05/2022;97;0.617;71.4;44.0538;309442.31;74;Porto Alegre;RS
16/05/2022;29;3;13.6;40.8;308757.76;132;Porto Alegre;RS
16/05/2022;2;4;29.75;119;309269.91;132;Porto Alegre;RS
16/05/2022;122;0.436;42.5;18.53;309374.24;132;Porto Alegre;RS
16/05/2022;114;0.942;25.5;24.021;309398.26;132;Porto Alegre;RS
16/05/2022;40;0.689;130;89.57;309531.88;132;Porto Alegre;RS
17/05/2022;29;1;13.6;13.6;309620.48;69;Porto Alegre;RS
17/05/2022;2;5;29.75;148.75;309769.23;69;Porto Alegre;RS
17/05/2022;15;4;13.6;54.4;309823.63;69;Porto Alegre;RS
17/05/2022;97;0.807;71.4;57.6198;309881.25;69;Porto Alegre;RS
17/05/2022;96;2;39;78;309959.25;69;Porto Alegre;RS
17/05/2022;21;1;17;17;309976.25;69;Porto Alegre;RS
18/05/2022;2;2;29.75;59.5;311005.55;16;Porto Alegre;RS
18/05/2022;2;7;29.75;208.25;310856.8;45;Porto Alegre;RS
18/05/2022;122;3;42.5;127.5;311473.1;45;Porto Alegre;RS
18/05/2022;114;10;25.5;255;311825.85;45;Porto Alegre;RS
18/05/2022;2;7;37.5;262.5;310648.55;54;Florianopolis;SC
18/05/2022;13;4;41;164;311345.6;54;Florianopolis;SC
18/05/2022;97;0.495;84;41.58;312590.43;54;Florianopolis;SC
18/05/2022;17;2;14;28;312941.79;54;Florianopolis;SC
18/05/2022;97;1.93;84;162.12;312548.85;60;Florianopolis;SC
18/05/2022;130;1.422;40;56.88;312386.73;69;Porto Alegre;RS
18/05/2022;40;0.462;130;60.06;312792.24;69;Porto Alegre;RS
18/05/2022;95;2;10.4;20.8;310097.05;84;Caxias do Sul;RS
18/05/2022;25;3;17;51;310352.05;84;Caxias do Sul;RS
18/05/2022;15;4;13.6;54.4;311127.2;84;Caxias do Sul;RS
18/05/2022;12;4;19.55;78.2;311551.3;84;Caxias do Sul;RS
18/05/2022;1;22;16.8;369.6;312195.45;84;Caxias do Sul;RS
18/05/2022;21;2;17;34;312903.59;84;Caxias do Sul;RS
18/05/2022;2;1;37.5;37.5;311043.05;105;Passo de Torres;SC
18/05/2022;95;10;10;100;310076.25;118;Porto Alegre;RS
18/05/2022;29;12;13.6;163.2;310260.25;123;Florianopolis;SC
18/05/2022;2;3;29.75;89.25;310946.05;123;Florianopolis;SC
18/05/2022;15;4;13.6;54.4;311181.6;123;Florianopolis;SC
18/05/2022;1;8;16.8;134.4;312329.85;123;Florianopolis;SC
18/05/2022;85;1;12.75;12.75;312719.43;123;Florianopolis;SC
18/05/2022;80;1;12.75;12.75;312732.18;123;Florianopolis;SC
18/05/2022;28;1;13.6;13.6;312805.84;123;Florianopolis;SC
18/05/2022;19;1;10.2;10.2;312913.79;123;Florianopolis;SC
18/05/2022;29;3;13.6;40.8;310301.05;131;Esteio;RS
18/05/2022;25;2;17;34;310386.05;131;Esteio;RS
18/05/2022;2;1;29.75;29.75;311072.8;131;Esteio;RS
18/05/2022;12;1;19.55;19.55;311570.85;131;Esteio;RS
18/05/2022;96;2;39;78;312668.43;131;Esteio;RS
18/05/2022;94;3;12.75;38.25;312706.68;131;Esteio;RS
18/05/2022;23;5;12.75;63.75;312869.59;131;Esteio;RS
19/05/2022;2;7;29.75;208.25;314368.99;8;Porto Alegre;RS
19/05/2022;27;2;25;50;314962.1;8;Porto Alegre;RS
19/05/2022;2;15;29.75;446.25;313863.24;20;Porto Alegre;RS
19/05/2022;79;2;50;100;313072.99;45;Porto Alegre;RS
19/05/2022;29;1;13.6;13.6;313404.19;45;Porto Alegre;RS
19/05/2022;12;1;19.55;19.55;314627.98;45;Porto Alegre;RS
19/05/2022;125;0.195;85;16.575;314862.5;45;Porto Alegre;RS
19/05/2022;95;3;10.4;31.2;312972.99;57;Porto Alegre;RS
19/05/2022;79;2;50;100;313272.99;57;Porto Alegre;RS
19/05/2022;4;1;36;36;313308.99;57;Porto Alegre;RS
19/05/2022;29;1;12.8;12.8;313416.99;57;Porto Alegre;RS
19/05/2022;2;4;30;120;314488.99;57;Porto Alegre;RS
19/05/2022;15;1;12.8;12.8;314501.79;57;Porto Alegre;RS
19/05/2022;13;2;32.8;65.6;314567.39;57;Porto Alegre;RS
19/05/2022;122;1.026;40;41.04;314608.43;57;Porto Alegre;RS
19/05/2022;114;0.506;24;12.144;314640.12;57;Porto Alegre;RS
19/05/2022;130;0.8936;37.6;33.59936;314845.92;57;Porto Alegre;RS
19/05/2022;85;2;12;24;314886.5;57;Porto Alegre;RS
19/05/2022;28;2;12.8;25.6;314912.1;57;Porto Alegre;RS
19/05/2022;23;2;12;24;314986.1;57;Porto Alegre;RS
19/05/2022;21;1;16;16;315002.1;57;Porto Alegre;RS
19/05/2022;17;1;11.2;11.2;315013.3;57;Porto Alegre;RS
19/05/2022;3;2;6;12;315025.3;57;Porto Alegre;RS
19/05/2022;79;2;50;100;313172.99;63;Porto Alegre;RS
19/05/2022;29;6;13.6;81.6;313390.59;63;Porto Alegre;RS
19/05/2022;2;10;29.75;297.5;314160.74;63;Porto Alegre;RS
19/05/2022;130;4.305;40;172.2;314812.32;63;Porto Alegre;RS
20/05/2022;29;50;13.6;680;316205.3;26;Pelotas;RS
20/05/2022;2;120;28.9;3468;319700.5;26;Pelotas;RS
20/05/2022;122;15.225;42.5;647.0625;321140.61;26;Pelotas;RS
20/05/2022;114;21.86;25.5;557.43;321922.27;26;Pelotas;RS
20/05/2022;125;7.3;85;620.5;322921.94;26;Pelotas;RS
20/05/2022;85;20;12.75;255;323410.94;26;Pelotas;RS
20/05/2022;23;20;12.75;255;323862.88;26;Pelotas;RS
20/05/2022;2;10;29.75;297.5;319998;28;Santa Cruz do Sul;RS
20/05/2022;15;12;13.6;163.2;320458.7;28;Santa Cruz do Sul;RS
20/05/2022;96;2;39;78;323155.94;28;Santa Cruz do Sul;RS
20/05/2022;40;0.155;130;20.15;323607.88;28;Santa Cruz do Sul;RS
20/05/2022;95;50;10;500;315525.3;110;Santa Maria;RS
20/05/2022;96;4;39;156;323077.94;130;Porto Alegre;RS
20/05/2022;29;2;13.6;27.2;316232.5;142;Pelotas;RS
20/05/2022;2;2;29.75;59.5;320295.5;142;Pelotas;RS
20/05/2022;13;1;34.85;34.85;320493.55;142;Pelotas;RS
20/05/2022;122;2.976;42.5;126.48;321267.09;142;Pelotas;RS
20/05/2022;12;5;19.55;97.75;321364.84;142;Pelotas;RS
20/05/2022;114;4.987;25.5;127.1685;322049.44;142;Pelotas;RS
20/05/2022;1;15;16.8;252;322301.44;142;Pelotas;RS
20/05/2022;2;8;29.75;238;320236;147;Porto Alegre;RS
20/05/2022;72;3.055;57.87;176.79285;323587.73;149;Santa Maria;RS
21/05/2022;79;1;50;50;323912.88;145;Canoas;RS
21/05/2022;116;2;29.75;59.5;323972.38;151;Sapiranga;RS
21/05/2022;115;1;29.75;29.75;324002.13;151;Sapiranga;RS
21/05/2022;1;1;16.8;16.8;324018.93;151;Sapiranga;RS
23/05/2022;71;4.8;37.19;178.512;324197.44;69;Porto Alegre;RS
23/05/2022;30;0.225;60.35;13.57875;324211.02;69;Porto Alegre;RS
23/05/2022;97;0.453;71.4;32.3442;324359.51;69;Porto Alegre;RS
23/05/2022;96;0.5;39;19.5;324379.01;69;Porto Alegre;RS
23/05/2022;2;2;29.75;59.5;324270.52;132;Porto Alegre;RS
23/05/2022;122;0.614;42.5;26.095;324296.62;132;Porto Alegre;RS
23/05/2022;114;1.198;25.5;30.549;324327.17;132;Porto Alegre;RS
23/05/2022;40;0.728;130;94.64;324473.65;132;Porto Alegre;RS
24/05/2022;63;1.022;42.5;43.435;324517.09;144;Porto Alegre;RS
24/05/2022;29;9;13.6;122.4;324639.49;144;Porto Alegre;RS
24/05/2022;2;5;29.75;148.75;324788.24;144;Porto Alegre;RS
24/05/2022;12;4;19.55;78.2;324866.44;144;Porto Alegre;RS
24/05/2022;1;4;16.8;67.2;324933.64;144;Porto Alegre;RS
24/05/2022;133;0.565;55;31.075;324964.71;144;Porto Alegre;RS
25/05/2022;2;2;29.75;59.5;325074.21;16;Porto Alegre;RS
25/05/2022;95;10;5;50;325014.71;117;Porto Alegre;RS
25/05/2022;2;2;29.75;59.5;325133.71;129;Porto Alegre;RS
26/05/2022;2;7;29.75;208.25;326041.36;8;Porto Alegre;RS
26/05/2022;27;3;25;75;327553.39;8;Porto Alegre;RS
26/05/2022;2;2;29.75;59.5;326398.36;14;Porto Alegre;RS
26/05/2022;12;3;19.55;58.65;326559.86;14;Porto Alegre;RS
26/05/2022;1;5;16.8;84;326801.11;14;Porto Alegre;RS
26/05/2022;97;0.768;71.4;54.8352;326964.09;14;Porto Alegre;RS
26/05/2022;2;10;29.75;297.5;325535.61;20;Porto Alegre;RS
26/05/2022;2;4;29.75;119;326338.86;45;Porto Alegre;RS
26/05/2022;114;5;25.5;127.5;326717.11;45;Porto Alegre;RS
26/05/2022;79;1;50;50;325183.71;63;Porto Alegre;RS
26/05/2022;29;3;13.6;40.8;325224.51;63;Porto Alegre;RS
26/05/2022;2;10;29.75;297.5;325833.11;63;Porto Alegre;RS
26/05/2022;130;2.707;39.95;108.14465;326909.26;63;Porto Alegre;RS
26/05/2022;94;7;12.75;89.25;327072.84;63;Porto Alegre;RS
26/05/2022;27;15;25;375;327478.39;63;Porto Alegre;RS
26/05/2022;2;2;29.75;59.5;326457.86;71;Porto Alegre;RS
26/05/2022;96;0.5;39;19.5;326983.59;71;Porto Alegre;RS
26/05/2022;22;5;10.2;51;327604.39;124;Porto Alegre;RS
26/05/2022;19;7;10.2;71.4;327709.79;124;Porto Alegre;RS
26/05/2022;2;6;29.75;178.5;326219.86;136;Porto Alegre;RS
26/05/2022;29;1;13.6;13.6;325238.11;152;Porto Alegre;RS
26/05/2022;2;1;29.75;29.75;326487.61;152;Porto Alegre;RS
26/05/2022;15;1;13.6;13.6;326501.21;152;Porto Alegre;RS
26/05/2022;115;1;29.75;29.75;326589.61;152;Porto Alegre;RS
26/05/2022;40;0.235;130;30.55;327103.39;152;Porto Alegre;RS
26/05/2022;21;2;17;34;327638.39;152;Porto Alegre;RS
26/05/2022;17;1;11.9;11.9;327721.69;152;Porto Alegre;RS
26/05/2022;3;5;6;30;327751.69;152;Porto Alegre;RS
27/05/2022;29;2;13.6;27.2;327856.77;10;Porto Alegre;RS
27/05/2022;2;3;29.75;89.25;328600.52;10;Porto Alegre;RS
27/05/2022;79;1;50;50;327812.09;13;Porto Alegre;RS
27/05/2022;2;10;29.75;297.5;328511.27;13;Porto Alegre;RS
27/05/2022;27;5;29;145;329117.81;13;Porto Alegre;RS
27/05/2022;2;2;29.75;59.5;328660.02;37;Porto Alegre;RS
27/05/2022;95;2;5.2;10.4;327762.09;99;Santa Maria;RS
27/05/2022;63;0.27;42.5;11.475;327823.57;99;Santa Maria;RS
27/05/2022;15;4;13.6;54.4;328714.42;99;Santa Maria;RS
